x,y,z,uuid,type,alive,display_name,custom_name
998.4987184710044,94.0000258898217,1006.1037687119097,9397ed6d-0639-412b-a83e-3594cb54cd7b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4991019661829,94.0000258898217,1007.103768652305,f214b475-b429-480a-828a-ce8d34c97746,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
996.5,94.5,994.5,915dd3fe-dde4-4e1d-8ecd-319379673bab,minecraft:end_crystal,true,End Crystal,[null]
1000.5,94.5,1002.5,d318c4eb-5b06-4496-bc78-1f8018e6346f,minecraft:end_crystal,true,End Crystal,[null]
994.5,94.5,994.5,04148c72-68e1-4fff-b087-255ded2b5e58,minecraft:end_crystal,true,End Crystal,[null]
998.5,94.5,994.5,6ae97e79-92ce-4d20-80d9-75ad2ee9ea5c,minecraft:end_crystal,true,End Crystal,[null]
1002.5,94.5,1002.5,b8932cd0-f1e8-4f67-ab19-711bb56a1e20,minecraft:end_crystal,true,End Crystal,[null]
1001.03125,106.0,1001.0,3943872e-2c30-49b7-a22b-233953714d48,minecraft:painting,true,Painting,[null]
1001.03125,106.0,998.0,956f41b4-53ff-41b2-8741-14d253af7897,minecraft:painting,true,Painting,[null]
1000.5,101.0,1003.5,8da49b52-2493-4f66-95cb-4db3d34df337,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,1002.5,355b5411-0fe7-44f3-ac14-9e8ee0786085,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,1001.5,940cf9da-87f6-486c-bec4-7bbbb9c0d918,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,1000.5,693787e5-af3a-4ada-a4e9-8c9f193aca62,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,999.5,095f6be5-1983-4a6e-af09-7a2d082109ce,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,998.5,d1471f1b-da8e-4e25-87dd-b44f6cc2af1a,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,997.5,1745fd34-9566-40ac-90af-422f1ad6711f,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,995.5,8ce01bad-36f3-4410-b65a-36b82d4b3c73,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,994.5,d484b761-9b9c-4f43-9918-d8ca3ce2f8ea,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,993.5,100aebb3-598d-40ad-92b9-da48fbff560f,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.54913854522003,1005.5,f40dc281-402d-45d0-a76c-e07ed4ddd7b1,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,996.5,d9c5c9f1-ad06-405d-9ba2-a5135b1e5e49,minecraft:armor_stand,true,Armor Stand,[null]
1007.5,101.0,995.5,77295fae-6d79-45ab-9900-69038e90da93,minecraft:armor_stand,true,Armor Stand,[null]
1006.5,101.0,997.5,403d89be-8e43-48be-9271-a03c87ff59d9,minecraft:armor_stand,true,Armor Stand,[null]
1005.5,101.0,999.5,b16e99b8-538d-491a-b6a8-9124de4a62ef,minecraft:armor_stand,true,Armor Stand,[null]
1004.5,101.0,1001.5,38990de6-a8a3-4740-b11b-5636e0a86403,minecraft:armor_stand,true,Armor Stand,[null]
1000.5,101.0,998.5,ec9beb7b-f2aa-4357-a862-b258ed0dda9d,minecraft:armor_stand,true,Armor Stand,[null]
1001.2550152410349,101.0,998.540024382727,ad78ce73-0a28-4821-b14e-d957d7c7f284,minecraft:armor_stand,true,Armor Stand,[null]
1007.524679799891,98.20000004768372,998.4965616952045,2d8f1ba4-affb-4889-9d9b-63dc64ce0206,minecraft:armor_stand,true,toad,toad
1001.5,101.0,998.5,f43e6d4e-1cbb-4736-9774-82e5029947d2,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1000.5001572966576,101.0,998.4822642765939,0bd9547f-3bd3-4e20-8c39-11b65a8d5699,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
999.5003145933151,101.0,998.4645285531878,6a090033-a0b4-4b24-8a0c-9f8c32505e0f,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.5004718899727,101.0,998.4467928297818,2762de32-25ca-4cbc-a052-cea2b92ced35,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
997.5006291866302,101.0,998.4290571063757,0ea5cc55-e3ef-4779-abfe-731d14423ebc,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
996.5007864832878,101.0,998.4113213829696,5f43ca09-3c26-4d72-b60b-e8cd8581697e,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
995.5009437799454,101.0,998.3935856595635,e5377f71-7841-478c-844e-13f97afbf268,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
994.5011010766029,101.0,998.3758499361575,3e8b2127-80c0-4eea-870c-27cd0e04f2c4,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
993.5012583732605,101.0,998.3581142127514,396cdd43-cc6a-4b35-abc9-5c904723c31b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
992.5014156699181,101.0,998.3403784893453,049810e5-4318-41c2-8b4b-84fa69ac5bcd,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1007.4626628801052,101.02610537660075,998.5516899218783,5b9b0f23-5a27-4ca5-bfca-d714755cf98b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1006.4626734301273,101.0219828148256,998.5498683368787,15120a69-c8fe-480b-a91b-710d6b02a633,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1005.462684397382,101.01776438037632,998.5480467525776,c8b15925-d596-4d94-a6a1-8b6bc6dd1e94,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1004.4626953646366,101.01354594592704,998.5462251682766,1f3308e1-f495-4bd6-b27f-20aafa1c0246,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1003.4627065107052,101.00932751147775,998.5443077113014,f4b5b11a-5d72-47c2-9a8f-36a58f4de6cd,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1002.4627176567737,101.00510907702846,998.5423902543262,f6bd8b32-4fad-4708-bb99-6e61148ca415,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1001.4627288028423,101.00089064257918,998.540472797351,0bd0725f-c803-4ca0-8775-b150270382ac,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1001.4627288028423,101.00089064257918,998.540472797351,32408e73-56bd-42a8-91f4-a9670856675e,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1001.03125,106.0,996.0,e42145df-cedd-4a12-88d5-0212849b7654,minecraft:painting,true,Painting,[null]
1001.03125,106.0,994.5,6c1269ee-2887-4767-8d2b-b358dc1d64ee,minecraft:painting,true,Painting,[null]
1011.5,101.0,995.5,6c711b05-6bd0-4311-a900-36d494ad4821,minecraft:armor_stand,true,Armor Stand,[null]
1010.5,101.0,997.5,7cc8a9a3-f916-46d6-a838-d0e250345ee7,minecraft:armor_stand,true,Armor Stand,[null]
1009.5,101.0,999.5,f1bcbfc0-e408-4c80-b6ed-71dd1c9e4496,minecraft:armor_stand,true,Armor Stand,[null]
1008.5,101.0,1001.5,3d05c9af-ec8c-4c1d-a6f1-f477aa7bb2ab,minecraft:armor_stand,true,Armor Stand,[null]
1020.5,101.0,998.5,bea3d101-7c83-41d5-8334-d32a480dc480,minecraft:armor_stand,true,Armor Stand,[null]
1023.448642198724,101.2567531063105,998.7363396575674,a2d3cd04-b9a8-418f-92cf-1e62c3c58eb4,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1022.4555786892597,101.17028717388166,998.6567658847198,0a5c3ca7-5754-4338-abf6-4266dd64b64e,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1021.4625151797954,101.08382124145282,998.5771921118721,bbb755ed-687d-4940-8241-9ac7a7ea3355,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1020.4625257298176,101.07969867967768,998.5753705268726,84fbbad3-ef4c-4a4a-b661-a4ef2a4288da,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1019.4625362798397,101.07557611790253,998.573548941873,ca4c97d4-593c-4869-8b90-884a495d9b92,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1018.4625468298618,101.07145355612738,998.5717273568735,ea80326b-9fb0-4f70-b317-b0b0e6995c1b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1017.462557379884,101.06733099435223,998.5699057718739,e8f072a5-7dac-4e65-9cf8-b91e80223590,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1016.4625679299061,101.06320843257708,998.5680841868743,59681ad7-0f84-457d-9215-8f43e39e7e9b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1015.4625784799282,101.05908587080194,998.5662626018748,5dd8d79f-ff45-429b-8a5e-df7894ab8c42,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1014.4625890299503,101.05496330902679,998.5644410168752,65c5a2a3-7759-4ecb-b86c-1a42bec53e32,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1013.4625995799724,101.05084074725164,998.5626194318756,8faa5f76-3029-4661-8a01-1d3e5d1c135d,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1012.4626101299946,101.0467181854765,998.5607978468761,fd667968-f399-430d-9af1-a09629680de7,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1011.4626206800167,101.04259562370135,998.5589762618765,51ab6d67-1b94-4405-9b3f-47bec001c77b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1010.4626312300388,101.0384730619262,998.557154676877,a837d5eb-9eca-4778-82bb-76a26abefd61,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1009.462641780061,101.03435050015105,998.5553330918774,54767600-5fd2-46e0-a39d-42884937e087,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
1008.4626523300831,101.0302279383759,998.5535115068778,f087ecc3-8183-4310-9957-9fde80ddf425,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2966801860184,96.52053423455374,1027.6532477941441,894d3ca1-cd77-4ec3-820b-27219939ca34,minecraft:armor_stand,true,Armor Stand,[null]
998.3022374597406,98.40150384371978,1031.1377029308328,1174affc-9bb0-4a3c-81ac-67f12bd171b6,minecraft:armor_stand,true,Armor Stand,[null]
998.5619327014531,98.3942211478173,1038.0089503210982,ecc3eafe-c3d1-4792-80ad-0edaac53fd1e,minecraft:armor_stand,true,Armor Stand,[null]
998.2926417206472,96.14290265644377,1024.4897118266672,13c1e9b4-77f3-4df5-b391-9e0f70ba5c6a,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2939744948235,96.26141112948244,1025.482663994655,eec3ac1d-fe80-4dd2-ac42-1439de148c29,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2953072689997,96.37991960252111,1026.4756161626428,552035e4-d051-425e-9daa-970f77d26cc8,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2965448450122,96.49842807555979,1027.46856844984,04f7427d-75b3-4779-b699-2ce9caf65ed1,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2979917117918,96.95879658962076,1028.3562951739877,f55fbf93-df60-41bd-b1da-f71f26e7284d,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2993534687266,97.41916510368173,1029.2440220173448,4f2ebbd4-abe1-4b88-89bc-b7b826d52d5a,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3007151579077,97.87961870337313,1030.1317046936601,76f18572-277d-489d-8270-cd08e526515c,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3020768470888,98.34007230306452,1031.0193873699754,18b3b262-46b0-45df-803e-ec6ec49bd556,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.339266211522,98.34774213189667,1032.0186661537737,21759dfc-c362-4b0b-adc7-8a3c02b67840,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3764555759553,98.35541196072882,1033.0179449375719,1e635c37-671c-449a-9c82-bd57a2a25dbf,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4136449105863,98.36317766037246,1034.0172229465097,2f1bb8a7-0ab9-438a-96ec-9238475403fd,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4508342452173,98.3709433600161,1035.0165009554476,36a69804-ed52-4a0f-8e59-79ab65ee93f3,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4880235798482,98.37870905965974,1036.0157789643854,abf40164-0354-4b79-b0e0-d2dbe9ce9433,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.5251171111886,98.38647475930338,1037.015060549602,1a0b0fd0-83c0-44ab-9de6-fa5f933e544f,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.5369093108748,98.38733762338234,1038.0149906333536,de7b2f8d-2146-4fbf-9a76-15a0fab1c096,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.5487015105609,98.38820048746129,1039.0149207171053,1c34d5e5-cff2-496a-8206-6b0390625e98,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.5,94.0,1009.5,039f6137-cb0e-4928-b55b-7f88ed880a97,minecraft:armor_stand,true,Armor Stand,[null]
998.2887552259001,94.0,1019.2366431819116,4c214f9b-e8f5-4a60-87fb-c8527d470122,minecraft:armor_stand,true,Armor Stand,[null]
998.4994854613615,94.0000258898217,1008.1037685927004,450a7cea-62d4-4abc-8ef5-b3cba913a15c,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.49986895654,94.0000258898217,1009.1037685330957,8a1d0107-d01a-40d1-aec9-eccf738e3c1d,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4790658421407,94.0000258898217,1010.1035521086305,ba186270-d1f4-4f1b-b6f3-3b60084eda30,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4582627277414,94.0000258898217,1011.1033356841654,6711a036-bae2-4241-900b-9d142595be82,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4374596133421,94.0000258898217,1012.1031192597002,946ca039-33ca-41d4-89b6-0f4a1ee34bb9,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4166564989428,94.0000258898217,1013.102902835235,52931cfe-6e97-47df-8d8d-f24c90b7d0ca,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3958533845434,94.0000258898217,1014.1026864107698,46bf4e22-2a2c-4693-b3d5-6b07b487defd,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3750502701441,94.0000258898217,1015.1024699863046,32bae09a-7dc5-4b57-ad60-32215af27fab,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3542471557448,94.0000258898217,1016.1022535618395,6382637f-dafa-45c8-b4ca-d0f027d6d406,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3334440413455,94.0000258898217,1017.1020371373743,b5930a77-acca-4110-bfaa-bb5a15dbd532,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3125450752268,94.0000258898217,1018.1018187459558,9b5cec49-a5c6-4d67-b6ea-3e49c4b78664,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2916461091081,94.0000258898217,1019.1016003545374,c50bd723-910c-4cf8-abca-8a37486f0da0,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2906451664458,94.59587921852653,1019.9046930726618,46f0bdd4-7850-427f-838a-ad491efc995c,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2896442237834,95.19173254723137,1020.7077857907861,87e0cf0a-d7e5-4e06-b2c5-ad4132f55e3d,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2886433523672,95.7876628255326,1021.5108213480562,6e785d3f-9dca-4cae-b39d-0547af99abac,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2899761417939,95.906076102503,1022.5037848409265,35670d41-80cf-4055-96e1-e124c03a8570,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2879473273122,96.1630302203478,1022.0165675801011,619aad75-28b0-40b6-844b-015b6aeb8a3e,minecraft:armor_stand,true,Armor Stand,[null]
998.2913089312206,96.02448937947338,1023.4967483337969,350e2b6c-9e2e-4917-8fa4-53f05181c50b,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2343950751442,94.0,967.8355362824328,95e6a9aa-37e1-47ef-abb5-9d0708b065d1,minecraft:armor_stand,true,Armor Stand,[null]
998.2484168066057,94.0,974.0089397403515,d34074e8-bc16-43c8-886c-7ef3061badb5,minecraft:armor_stand,true,Armor Stand,[null]
998.2154409268405,94.0000258898217,960.1070858296007,4e89a4da-d28d-47b5-bff5-933825d845e6,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2179336431436,94.0000258898217,961.1070827301592,254243bb-dbb0-4032-911b-9bc93be28904,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2204263594467,94.0000258898217,962.1070796307176,a26b5e85-6a5f-49de-bf74-662c3f1730a0,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2229190757498,94.0000258898217,963.1070765312761,99d79047-27b2-4eae-b496-99cff653ea17,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2254117920529,94.0000258898217,964.1070734318346,aece384e-55d3-40da-8ebd-0beefc0398c1,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.227904508356,94.0000258898217,965.107070332393,45f7d239-b270-449e-9cda-e8fa870b44b8,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2303013510536,94.0000258898217,966.1070674713701,75df0872-2536-41a9-ba04-09819d852a9e,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2326981937513,94.0000258898217,967.1070646103472,49cbc938-f5f3-420f-8324-07da03550e48,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2349991628435,94.0000258898217,968.1070619877428,a88f8a52-18e9-4548-bb85-9eaba50a3fc7,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2373001319356,94.0000258898217,969.1070593651384,765441f9-ca29-4b62-b9ea-b44b7376cf88,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2396011010278,94.0000258898217,970.107056742534,7bc47e57-5ce8-460a-9c7f-57af1b341787,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.24190207012,94.0000258898217,971.1070541199297,4223b61d-ec75-49f4-b158-dd067bb898c6,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2442030392122,94.0000258898217,972.1070514973253,5ee6b6d1-ea10-411a-a141-d51c4444d3c8,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2465040083043,94.0000258898217,973.1070488747209,498ee298-04b8-47db-bf70-047fb55876bd,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.2735371268354,94.0000258898217,974.1066834386438,9d5c46cc-097f-4b94-879b-0244842a2e29,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3005702453665,94.0000258898217,975.1063180025667,d1272627-1f6d-43c5-8682-53789563503d,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.5,94.0,982.5,f2abbbaf-7427-451e-9d33-bb4cf35a3f84,minecraft:armor_stand,true,Armor Stand,[null]
998.3276033638977,94.0000258898217,976.1059525664896,d3204544-8440-4a0f-9281-63f4e3536e62,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3546364824288,94.0000258898217,977.1055871304125,4da4ba22-e625-4037-b7c1-d51f5e1f1807,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.3816696009599,94.0000258898217,978.1052216943353,d7372d59-b076-45f3-b823-5fb3e4308ee1,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4086068789475,94.0000258898217,979.104858821258,9c2cbd15-0575-4810-9513-90e0511a7ab8,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4355441569351,94.0000258898217,980.1044959481806,3ea39172-73c1-4bb5-9b15-5e5881d2f952,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4624814349227,94.0000258898217,981.1041330751032,e3b688d4-4f20-4239-9349-d5fdbb27cc0a,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4894187129103,94.0000258898217,982.1037702020258,2ea396a4-856f-470e-a418-9c056ac209bc,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.489898081898,94.0000258898217,983.1037700828165,c1d641ef-df54-4e29-a82a-f2ef8972c2ca,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4902815770765,94.0000258898217,984.1037700232118,11f492c6-9ad0-4cd2-b98c-b6e0e37cc451,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4906650722551,94.0000258898217,985.1037699636072,78040a7d-cc47-4680-9660-593bfea95e70,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4910485674336,94.0000258898217,986.1037699040025,3059a336-689f-4067-a44b-69ab43389dcf,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4914320626121,94.0000258898217,987.1037698443979,cb897844-49fa-44ee-9683-80fbafba140a,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4918155577907,94.0000258898217,988.1037697847933,6cffdbdd-493d-44f1-afa1-e98e09afd864,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4921990529692,94.0000258898217,989.1037697251886,a283dae5-f777-46bf-99ef-e78f35cf1f71,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
998.4925825481478,94.0000258898217,990.103769665584,8e409672-6282-400a-91e2-8aa15cad63e5,minecraft:area_effect_cloud,true,Area Effect Cloud,[null]
